student-ID,course-id,roll no,email ID,grade
SID1749,CSE005,0D3ZAOMO,0d3zaomo@university.edu,B
SID1509,CSE009,IS7DWDJC,is7dwdjc@university.edu,F
SID1940,CSE007,MXFJ25GP,mxfj25gp@university.edu,F
SID1708,CSE009,34LCRNEG,34lcrneg@university.edu,D
SID1346,CSE010,UAWCIVXO,uawcivxo@university.edu,A
SID1700,CSE020,NMBET0SI,nmbet0si@university.edu,F
SID1199,CSE017,NP5B8L3T,np5b8l3t@university.edu,D
SID1583,CSE007,8XN99S4S,8xn99s4s@university.edu,E
SID1608,CSE009,S5AOC8WF,s5aoc8wf@university.edu,F
SID1952,CSE007,B1B0JT55,b1b0jt55@university.edu,B
SID1927,CSE015,Y6ZCFGUM,y6zcfgum@university.edu,F
SID1736,CSE006,5ERGDTLQ,5ergdtlq@university.edu,D
SID1745,CSE018,CKDC1XMT,ckdc1xmt@university.edu,D
SID1478,CSE016,021KSYBN,021ksybn@university.edu,C
SID1763,CSE009,4JTG1515,4jtg1515@university.edu,F
SID1622,CSE007,PEPZ7ZQB,pepz7zqb@university.edu,F
SID1437,CSE003,SQCLWU7A,sqclwu7a@university.edu,E
SID1148,CSE011,CKIQVOEV,ckiqvoev@university.edu,E
SID1565,CSE007,FQR6EPHX,fqr6ephx@university.edu,D
SID1368,CSE005,F5W2ZT54,f5w2zt54@university.edu,E
SID1275,CSE009,6882IE5I,6882ie5i@university.edu,F
SID1609,CSE009,NMW5A1WB,nmw5a1wb@university.edu,E
SID1154,CSE009,46ELP519,46elp519@university.edu,C
SID1999,CSE010,M0X7TZEU,m0x7tzeu@university.edu,E
SID1960,CSE001,E3DV0M9R,e3dv0m9r@university.edu,E
SID1323,CSE019,RB5E9WXS,rb5e9wxs@university.edu,A
SID1365,CSE014,CIC62E84,cic62e84@university.edu,B
SID1030,CSE015,SEBAMN63,sebamn63@university.edu,F
SID1407,CSE006,IVQJF7O6,ivqjf7o6@university.edu,E
SID1867,CSE003,SJRMVMX4,sjrmvmx4@university.edu,C
SID1485,CSE009,EKOK1SA8,ekok1sa8@university.edu,A
SID1880,CSE016,BD4QB9LO,bd4qb9lo@university.edu,B
SID1024,CSE005,3LTCIZ2C,3ltciz2c@university.edu,C
SID1449,CSE004,PRE3DDSF,pre3ddsf@university.edu,B
SID1699,CSE018,QJM0SXKE,qjm0sxke@university.edu,D
SID1371,CSE006,GBOGAVGN,gbogavgn@university.edu,B
SID1383,CSE016,84IBQU9I,84ibqu9i@university.edu,B
SID1693,CSE017,A5ZKD80N,a5zkd80n@university.edu,C
SID1159,CSE014,BIQEJOX3,biqejox3@university.edu,B
SID1734,CSE007,O49EE60M,o49ee60m@university.edu,E
SID1802,CSE008,O1HFYY01,o1hfyy01@university.edu,B
SID1735,CSE008,LOOMR9YC,loomr9yc@university.edu,E
SID1806,CSE003,0BQSCCJT,0bqsccjt@university.edu,C
SID1382,CSE002,8WLSBKQX,8wlsbkqx@university.edu,E
SID1413,CSE013,10VQA58N,10vqa58n@university.edu,B
SID1853,CSE008,MTXYKNPS,mtxyknps@university.edu,E
SID1208,CSE011,O5D0RHWQ,o5d0rhwq@university.edu,A
SID1965,CSE011,N7W0GE7Q,n7w0ge7q@university.edu,B
SID1989,CSE016,AZVW38YN,azvw38yn@university.edu,B
SID1980,CSE004,05CRDFC6,05crdfc6@university.edu,B
SID1292,CSE013,TV13R5JF,tv13r5jf@university.edu,B
SID1132,CSE007,L9C8JGT0,l9c8jgt0@university.edu,C
SID1006,CSE006,GFMS6RVU,gfms6rvu@university.edu,A
SID1972,CSE003,XVQNYFSB,xvqnyfsb@university.edu,B
SID1536,CSE019,B5YRB75Q,b5yrb75q@university.edu,A
SID1663,CSE003,B2FCXEZI,b2fcxezi@university.edu,B
SID1098,CSE020,S95O96PN,s95o96pn@university.edu,B
SID1211,CSE019,J1LGRXX6,j1lgrxx6@university.edu,A
SID1453,CSE001,4N15926Y,4n15926y@university.edu,B
SID1375,CSE015,DJ6GR381,dj6gr381@university.edu,E
SID1011,CSE015,K1XZ289F,k1xz289f@university.edu,D
SID1574,CSE004,4S98WEEM,4s98weem@university.edu,B
SID1069,CSE018,LHXEOFPX,lhxeofpx@university.edu,A
SID1285,CSE014,CJ6WJFMN,cj6wjfmn@university.edu,A
SID1058,CSE007,1YNFBYUQ,1ynfbyuq@university.edu,A
SID1386,CSE019,VYFLP1ZJ,vyflp1zj@university.edu,D
SID1048,CSE020,N39810J4,n39810j4@university.edu,D
SID1748,CSE006,8M1JQIHV,8m1jqihv@university.edu,E
SID1396,CSE005,27JGL6QB,27jgl6qb@university.edu,D
SID1851,CSE006,CAK6OTV4,cak6otv4@university.edu,E
SID1059,CSE017,V6U4KCI0,v6u4kci0@university.edu,E
SID1795,CSE012,F5TCNREZ,f5tcnrez@university.edu,B
SID1606,CSE001,CP1W1AQC,cp1w1aqc@university.edu,A
SID1105,CSE017,T1DY3O46,t1dy3o46@university.edu,D
SID1321,CSE014,OH5UKGM0,oh5ukgm0@university.edu,E
SID1956,CSE015,PZB51LBL,pzb51lbl@university.edu,F
SID1604,CSE013,GI9DWBVJ,gi9dwbvj@university.edu,C
SID1688,CSE016,PYM5802F,pym5802f@university.edu,E
SID1603,CSE012,4XKYHWUD,4xkyhwud@university.edu,C
SID1836,CSE003,8YAEX4GR,8yaex4gr@university.edu,B
SID1828,CSE014,LTA4FAAC,lta4faac@university.edu,C
SID1521,CSE012,4SSQH70P,4ssqh70p@university.edu,F
SID1086,CSE005,3MRUL6KA,3mrul6ka@university.edu,F
SID1017,CSE004,BUQ9M1K2,buq9m1k2@university.edu,A
SID1290,CSE020,N6HE1JZC,n6he1jzc@university.edu,F
SID1477,CSE017,4V38C2UC,4v38c2uc@university.edu,E
SID1406,CSE013,D34PKMKB,d34pkmkb@university.edu,F
SID1919,CSE004,SVRR35OV,svrr35ov@university.edu,A
SID1484,CSE019,FY9MG0YJ,fy9mg0yj@university.edu,A
SID1540,CSE019,KNCFODE7,kncfode7@university.edu,D
SID1962,CSE009,S7G3E8FK,s7g3e8fk@university.edu,B
SID1855,CSE016,LV7SOSTA,lv7sosta@university.edu,E
SID1122,CSE009,HTKOFGJO,htkofgjo@university.edu,A
SID1370,CSE014,1HEUFZWG,1heufzwg@university.edu,C
SID1979,CSE016,ANTY3B9T,anty3b9t@university.edu,D
SID1913,CSE003,9NJGDINZ,9njgdinz@university.edu,F
SID1344,CSE020,B0UQTQYN,b0uqtqyn@university.edu,E
SID1126,CSE013,JR5ATSTK,jr5atstk@university.edu,D
SID1723,CSE006,H74FISN9,h74fisn9@university.edu,F
SID1558,CSE008,AD1YHTPK,ad1yhtpk@university.edu,E
SID1956,CSE013,4R3ODBB5,4r3odbb5@university.edu,B
SID1948,CSE013,I2845EU9,i2845eu9@university.edu,A
SID1013,CSE004,4KG8HW3C,4kg8hw3c@university.edu,D
SID1093,CSE017,XMYPN72F,xmypn72f@university.edu,D
SID1436,CSE007,PSITSXWB,psitsxwb@university.edu,A
SID1417,CSE015,CBYZD07M,cbyzd07m@university.edu,C
SID1696,CSE001,KV9Y2M66,kv9y2m66@university.edu,C
SID1997,CSE004,NG59F2BN,ng59f2bn@university.edu,E
SID1988,CSE003,P8NZZKOV,p8nzzkov@university.edu,E
SID1890,CSE016,OAD8Q84N,oad8q84n@university.edu,C
SID1552,CSE007,3LVDN2BB,3lvdn2bb@university.edu,F
SID1716,CSE018,EX28TXID,ex28txid@university.edu,E
SID1953,CSE011,BDW6AV34,bdw6av34@university.edu,B
SID1952,CSE020,8FCGLF92,8fcglf92@university.edu,E
SID1161,CSE004,0SLECK8V,0sleck8v@university.edu,C
SID1112,CSE011,J1YQUU6M,j1yquu6m@university.edu,D
SID1349,CSE018,BOU777XN,bou777xn@university.edu,B
SID1253,CSE009,1A8QXMK1,1a8qxmk1@university.edu,E
SID1353,CSE018,BDGFW98Q,bdgfw98q@university.edu,B
SID1277,CSE015,5M1N5XRQ,5m1n5xrq@university.edu,C
SID1955,CSE020,48U4T6WD,48u4t6wd@university.edu,B
SID1181,CSE004,YJR0I676,yjr0i676@university.edu,F
SID1467,CSE002,ZXYAMMAM,zxyammam@university.edu,B
SID1396,CSE016,0O5MB1FM,0o5mb1fm@university.edu,E
SID1496,CSE012,9ID1Z2RW,9id1z2rw@university.edu,D
SID1322,CSE012,K9REDCFV,k9redcfv@university.edu,D
SID1522,CSE002,J8EZ6I2K,j8ez6i2k@university.edu,E
SID1408,CSE019,6ZALRHBZ,6zalrhbz@university.edu,A
SID1017,CSE016,MORG8ILK,morg8ilk@university.edu,C
SID1936,CSE001,A61XKAHY,a61xkahy@university.edu,E
SID1832,CSE015,415Z6K1N,415z6k1n@university.edu,D
SID1351,CSE016,YL9BFPJV,yl9bfpjv@university.edu,C
SID1445,CSE005,1H321XVG,1h321xvg@university.edu,D
SID1878,CSE017,F30XYN5A,f30xyn5a@university.edu,A
SID1824,CSE012,72CIIIHI,72ciiihi@university.edu,A
SID1586,CSE018,UPNKIW3J,upnkiw3j@university.edu,F
SID1005,CSE017,2YRK2ADR,2yrk2adr@university.edu,A
SID1978,CSE011,Z5IIRERZ,z5iirerz@university.edu,B
SID1857,CSE001,XAAUA8VZ,xaaua8vz@university.edu,E
SID1135,CSE012,8VYHGN8F,8vyhgn8f@university.edu,A
SID1279,CSE011,8GTQAE29,8gtqae29@university.edu,F
SID1765,CSE007,4O7FBRNE,4o7fbrne@university.edu,E
SID1318,CSE004,JMHE76FB,jmhe76fb@university.edu,D
SID1006,CSE010,FZ4BUN0N,fz4bun0n@university.edu,B
SID1652,CSE010,DUPUA437,dupua437@university.edu,B
SID1544,CSE018,4QM22PAX,4qm22pax@university.edu,A
SID1778,CSE008,6C684TDR,6c684tdr@university.edu,C
SID1847,CSE011,GZGLB70X,gzglb70x@university.edu,B
SID1677,CSE007,RE9Z49B1,re9z49b1@university.edu,E
SID1741,CSE002,G8L2ABPZ,g8l2abpz@university.edu,E
SID1479,CSE001,OFZKY8TM,ofzky8tm@university.edu,B
SID1224,CSE010,PRCFOL4K,prcfol4k@university.edu,B
SID1155,CSE020,H93V7NVB,h93v7nvb@university.edu,D
SID1783,CSE007,MYU0TJYE,myu0tjye@university.edu,A
SID1518,CSE004,4OWFG9ZH,4owfg9zh@university.edu,B
SID1868,CSE001,7B2OMLAM,7b2omlam@university.edu,C
SID1610,CSE010,MKKTPLB3,mkktplb3@university.edu,D
SID1433,CSE009,DOZXONZN,dozxonzn@university.edu,F
SID1606,CSE005,E2MQNRUX,e2mqnrux@university.edu,E
SID1619,CSE008,5WOROEKZ,5woroekz@university.edu,F
SID1510,CSE003,RAVYX127,ravyx127@university.edu,C
SID1302,CSE014,IZ99V0FJ,iz99v0fj@university.edu,E
SID1687,CSE007,W8RPCD0D,w8rpcd0d@university.edu,F
SID1043,CSE007,BWJWU5H1,bwjwu5h1@university.edu,C
SID1660,CSE003,NQ6ZFB7B,nq6zfb7b@university.edu,C
SID1891,CSE005,PBOBXQ9U,pbobxq9u@university.edu,B
SID1658,CSE005,AVOOIATX,avooiatx@university.edu,F
SID1128,CSE004,0S7ACBG0,0s7acbg0@university.edu,D
